Card ID           Card Name             Expansion   Collection No.       Link
 657             Nuzleaf             MEG            14          View Image
 658              Shiftry            MEG            15          View Image
 659              Vulpix             MEG            19          View Image
 660            Ninetales            MEG            20          View Image
Card ID      Card Name       Expansion   Collection No.       Link


 661           Numel           MEG            21          View Image
 662      Mega Camerupt ex     MEG            22          View Image
 663          Volcanion        MEG            25          View Image
 664         Scorbunny         MEG            26          View Image
 665           Raboot          MEG            27          View Image
 666         Cinderace         MEG            28          View Image
 667          Corphish         MEG            33          View Image
 668         Gimmighoul        MEG            67          View Image
 669         Sandshrew         MEG            68          View Image
 670         Sandslash         MEG            69          View Image
 671            Onix           MEG            70          View Image
 672          Tyrogue          MEG            71          View Image
 673          Makuhita         MEG            72          View Image
 674          Hariyama         MEG            73          View Image
 675          Lunatone         MEG            74          View Image
 676           Solrock         MEG            75          View Image
 677            Riolu          MEG            76          View Image
 678       Mega Lucario ex     MEG            77          View Image
 679          Croagunk         MEG            78          View Image
 680          Toxicroak        MEG            79          View Image
 681         Marshadow         MEG            80          View Image
 682         Stonjourner       MEG            81          View Image
 683            Nacli          MEG            82          View Image
 684          Naclstack        MEG            83          View Image
 685         Garganacl         MEG            84          View Image
 686         Crawdaunt         MEG            85          View Image
 687       Mega Absol ex       MEG            86          View Image
 688          Spiritomb        MEG            87          View Image
 689           Yveltal         MEG            88          View Image
 690            Nickit         MEG            89          View Image
 691           Thievul         MEG            90          View Image
 692          Shroodle         MEG            91          View Image
 693          Grafaiai         MEG            92          View Image
Card ID      Card Name        Expansion   Collection No.       Link


 694            Steelix         MEG            93          View Image
 695        Mega Mawile ex      MEG            94          View Image
 696            Dialga          MEG            95          View Image
 697           Tinkatink        MEG            96          View Image
 698           Tinkatuff        MEG            97          View Image
 699           Tinkaton         MEG            98          View Image
 700          Gholdengo         MEG            99          View Image
 701           Spearow          MEG            102         View Image
 702           Fearow           MEG            103         View Image
 703            Miltank         MEG            106         View Image
 704           Yungoos          MEG            109         View Image
 705          Gumshoos          MEG            110         View Image
 706           Tangela          MEG             6          View Image
 707          Tangrowth         MEG             7          View Image
 708           Chikorita        MEG             8          View Image
 709           Bayleef          MEG             9          View Image
 710          Meganium          MEG            10          View Image
 711           Shuckle          MEG            11          View Image
 712           Nincada          MEG            16          View Image
 713           Ninjask          MEG            17          View Image
 714          Dhelmise          MEG            18          View Image
 715            Litleo          MEG            23          View Image
 716            Pyroar          MEG            24          View Image
 717          Sizzlipede        MEG            29          View Image
 718         Centiskorch        MEG            30          View Image
 719            Chi-Yu          MEG            31          View Image
 720           Mantine          MEG            32          View Image
 721            Kyogre          MEG            34          View Image
 722            Snover          MEG            35          View Image
 723      Mega Abomasnow ex     MEG            36          View Image
 724          Clauncher         MEG            37          View Image
 725           Clawitzer        MEG            38          View Image
 726            Sobble          MEG            39          View Image
Card ID       Card Name        Expansion   Collection No.       Link


 727            Drizzile         MEG            40          View Image
 728           Inteleon          MEG            41          View Image
 729            Snom             MEG            42          View Image
 730           Frosmoth          MEG            43          View Image
 731            Eiscue           MEG            44          View Image
 732          Magnemite          MEG            45          View Image
 733           Magneton          MEG            46          View Image
 734          Magnezone          MEG            47          View Image
 735            Raikou           MEG            48          View Image
 736           Electrike         MEG            49          View Image
 737       Mega Manectric ex     MEG            50          View Image
 738           Pachirisu         MEG            51          View Image
 739           Helioptile        MEG            52          View Image
 740           Heliolisk         MEG            53          View Image
 741             Abra            MEG            54          View Image
 742           Kadabra           MEG            55          View Image
 743           Alakazam          MEG            56          View Image
 744             Jynx            MEG            57          View Image
 745             Ralts           MEG            58          View Image
 746             Kirlia          MEG            59          View Image
 747       Mega Gardevoir ex     MEG            60          View Image
 748           Shedinja          MEG            61          View Image
 749            Spoink           MEG            62          View Image
 750           Grumpig           MEG            63          View Image
 751           Xerneas           MEG            64          View Image
 752           Greavard          MEG            65          View Image
 753          Houndstone         MEG            66          View Image
 754        Mega Latias ex       MEG            100         View Image
 755            Latios           MEG            101         View Image
 756      Mega Kangaskhan ex     MEG            104         View Image
 757            Delibird         MEG            105         View Image
 758           Buneary           MEG            107         View Image
 759           Lopunny           MEG            108         View Image
Card ID       Card Name         Expansion   Collection No.       Link


 760            Stufful           MEG            111         View Image
 761            Bewear            MEG            112         View Image
 762           Snubbull           PFL            37          View Image
 763           Granbull           PFL            38          View Image
 764           Cresselia          PFL            39          View Image
 765           Meloetta           PFL            40          View Image
 766       Mega Diancie ex        PFL            41          View Image
 767           Mimikyu            PFL            42          View Image
 768            Milcery           PFL            43          View Image
 769           Alcremie           PFL            44          View Image
 770            Gastly            PFL            54          View Image
 771           Haunter            PFL            55          View Image
 772       Mega Gengar ex         PFL            56          View Image
 773           Murkrow            PFL            57          View Image
 774          Honchkrow           PFL            58          View Image
 775           Sableye            PFL            59          View Image
 776            Absol             PFL            63          View Image
 777           Eternatus          PFL            69          View Image
 778            Oddish            PFL             1          View Image
 779            Gloom             PFL             2          View Image
 780           Vileplume          PFL             3          View Image
 781      Mega Heracross ex       PFL             4          View Image
 782            Lotad             PFL             5          View Image
 783            Lombre            PFL             6          View Image
 784           Ludicolo           PFL             7          View Image
 785           Genesect           PFL             8          View Image
 786            Nymble            PFL             9          View Image
 787             Lokix            PFL            10          View Image
 788         Charmander           PFL            11          View Image
 789         Charmeleon           PFL            12          View Image
 790      Mega Charizard X ex     PFL            13          View Image
 791            Moltres           PFL            14          View Image
 792          Darumaka            PFL            15          View Image
Card ID    Card Name       Expansion   Collection No.       Link


 793       Darmanitan        PFL            16          View Image
 794        Reshiram         PFL            17          View Image
 795        Oricorio ex      PFL            18          View Image
 796        Charcadet        PFL            19          View Image
 797        Ceruledge        PFL            20          View Image
 798           Seel          PFL            21          View Image
 799        Dewgong          PFL            22          View Image
 800         Swinub          PFL            23          View Image
 801        Piloswine        PFL            24          View Image
 802       Mamoswine         PFL            25          View Image
 803         Suicune         PFL            26          View Image
 804          Piplup         PFL            27          View Image
 805         Prinplup        PFL            28          View Image
 806        Rotom ex         PFL            29          View Image
 807         Yamper          PFL            30          View Image
 808         Boltund         PFL            31          View Image
 809          Pawmi          PFL            32          View Image
 810         Pawmo           PFL            33          View Image
 811         Pawmot          PFL            34          View Image
 812       Misdreavus        PFL            35          View Image
 813      Mismagius ex       PFL            36          View Image
 814        Cottonee        PROMO           18          View Image
 815        Whimsicott      PROMO           19          View Image
 816          Zacian         PFL            45          View Image
 817         Bramblin        PFL            46          View Image
 818      Brambleghast       PFL            47          View Image
 819      Paldean Tauros     PFL            48          View Image
 820          Gligar         PFL            49          View Image
 821         Gliscor         PFL            50          View Image
 822         Trapinch        PFL            51          View Image
 823         Vibrava         PFL            52          View Image
 824          Flygon         PFL            53          View Image
 825         Sneasel        PROMO           20          View Image
Card ID      Card Name       Expansion   Collection No.       Link


 826          Weavile         PROMO           21          View Image
 827         Carvanha          PFL            60          View Image
 828      Mega Sharpedo ex     PFL            61          View Image
 829          Seviper          PFL            62          View Image
 830           Sandile         PFL            64          View Image
 831          Krokorok         PFL            65          View Image
 832         Krookodile        PFL            66          View Image
 833            Toxel          PFL            67          View Image
 834          Toxtricity       PFL            68          View Image
 835        Empoleon ex        PFL            70          View Image
 836          Bronzor          PFL            71          View Image
 837         Bronzong          PFL            72          View Image
 838        Togedemaru         PFL            73          View Image
 839         Duraludon         PFL            74          View Image
 840         Archaludon        PFL            75          View Image
 841          Jigglypuff       PFL            76          View Image
 842         Wigglytuff        PFL            77          View Image
 843           Aipom           PFL            78          View Image
 844          Ambipom          PFL            79          View Image
 845         Smeargle          PFL            80          View Image
 846         Zigzagoon         PFL            81          View Image
 847          Linoone          PFL            82          View Image
 848          Buneary          PFL            83          View Image
 849      Mega Lopunny ex      PFL            84          View Image
 850          Wurmple          ASC            11          View Image
 851           Silcoon         ASC            12          View Image
 852          Beautifly        ASC            13          View Image
 853          Cascoon          ASC            14          View Image
 854           Dustox          ASC            15          View Image
 855            Entei          ASC            25          View Image
 856           Numel           ASC            27          View Image
 857         Camerupt          ASC            28          View Image
 858          Psyduck          ASC            39          View Image
Card ID         Card Name           Expansion   Collection No.       Link


 859              Golduck             ASC            40          View Image
 860              Snorunt             ASC            46          View Image
 861          Mega Froslass ex        ASC            47          View Image
 862            N's Vanillite         ASC            49          View Image
 863            N's Vanillish         ASC            50          View Image
 864            N's Vanilluxe         ASC            51          View Image
 865               Snom               ASC            52          View Image
 866             Frosmoth             ASC            53          View Image
 867              Glastrier           ASC            54          View Image
 868         Mega Eelektross ex       ASC            61          View Image
 869              Stunfisk            ASC            62          View Image
 870              Helioptile          ASC            63          View Image
 871              Heliolisk           ASC            64          View Image
 872             Tapu Koko            ASC            67          View Image
 873      Team Rocket's Exeggcute     ASC            77          View Image
 874      Team Rocket's Exeggutor     ASC            78          View Image
 875            Misdreavus            ASC            85          View Image
 876             Mismagius            ASC            86          View Image
 877               Rotom              ASC            92          View Image
 878          Hop's Phantump          ASC            95          View Image
 879          Hop's Trevenant         ASC            96          View Image
 880              Spectrier           ASC            98          View Image
 881        Team Rocket's Diglett     ASC            100         View Image
 882       Team Rocket's Dugtrio      ASC            101         View Image
 883              Meditite            ASC            103         View Image
 884             Medicham             ASC            104         View Image
 885             Pancham              ASC            115         View Image
 886         Mega Hawlucha ex         ASC            116         View Image
 887              Rolycoly            ASC            118         View Image
 888               Carkol             ASC            119         View Image
 889             Coalossal            ASC            120         View Image
 890              Okidogi             ASC            122         View Image
 891      Team Rocket's Honchkrow     ASC            127         View Image
Card ID       Card Name          Expansion   Collection No.       Link


 892      Galarian Zigzagoon       ASC            130         View Image
 893       Galarian Linoone        ASC            131         View Image
 894      Galarian Obstagoon       ASC            132         View Image
 895           Scraggy             ASC            134         View Image
 896       Mega Scrafty ex         ASC            135         View Image
 897           Pangoro             ASC            140         View Image
 898          Pecharunt            ASC            143         View Image
 899           Pawniard            ASC            146         View Image
 900            Bisharp            ASC            147         View Image
 901           Kingambit           ASC            148         View Image
 902            Dratini            ASC            150         View Image
 903           Dragonair           ASC            151         View Image
 904      Mega Dragonite ex        ASC            152         View Image
 905          Rayquaza             ASC            153         View Image
 906          N's Zekrom           ASC            155         View Image
 907            Noibat             ASC            156         View Image
 908            Noivern            ASC            157         View Image
 909        Erika's Oddish         ASC             1          View Image
 910         Erika's Gloom         ASC             2          View Image
 911      Erika's Vileplume ex     ASC             3          View Image
 912       Erika's Bellsprout      ASC             4          View Image
 913      Erika's Weepinbell       ASC             5          View Image
 914       Erika's Victreebel      ASC             6          View Image
 915        Erika's Tangela        ASC             7          View Image
 916            Scyther                            1          View Image
 917           Chikorita           ASC             8          View Image
 918            Bayleef            ASC             9          View Image
 919      Mega Meganium ex         ASC            10          View Image
 920          Tapu Bulu            SFA             6          View Image
 921            Dipplin            SCR            13          View Image
 922           Sprigatito          JTG            16          View Image
 923           Floragato           JTG            17          View Image
 924         Meowscarada           JTG            18          View Image
Card ID       Card Name         Expansion   Collection No.       Link


 925           Capsakid                          12          View Image
 926          Charmander          ASC            20          View Image
 927          Charmeleon          ASC            21          View Image
 928      Mega Charizard Y ex     ASC            22          View Image
 929            Magmar                           20          View Image
 930             Tepig            ASC            29          View Image
 931            Pignite           ASC            30          View Image
 932       Mega Emboar ex         ASC            31          View Image
 933           Larvesta           SSP            24          View Image
 934          Centiskorch         SSP            28          View Image
 935           Fuecoco            SSP            29          View Image
 936           Crocalor           SSP            30          View Image
 937            Totodile          ASC            41          View Image
 938           Croconaw           ASC            42          View Image
 939       Mega Feraligatr ex     ASC            43          View Image
 940             Glalie           TWM            52          View Image
 941            Spheal            SSP            43          View Image
 942            Sealeo            SSP            44          View Image
 943            Walrein           SSP            45          View Image
 944           Regice ex          ASC            48          View Image
 945            Froakie           SCR            39          View Image
 946          Cramorant           TWM            58          View Image
 947            Quaxly                           50          View Image
 948            Pikachu           ASC            55          View Image
 949            Raichu            ASC            56          View Image
 950          Magnemite           SSP            58          View Image
 951           Voltorb ex         ASC            58          View Image
 952            Zapdos           PROMO           157         View Image
 953            Zapdos            TWM            65          View Image
 954           Luxray ex          TWM            68          View Image
 955           Helioptile         TWM            70          View Image
 956            Zeraora           SCR            55          View Image
 957          Miraidon ex         ASC            73          View Image
Card ID    Card Name       Expansion   Collection No.       Link


 958         Clefable        ASC            75          View Image
 959          Togepi         ASC            80          View Image
 960         Togetic         ASC            81          View Image
 961          Marill         ASC            83          View Image
 962       Azumarill ex      ASC            84          View Image
 963         Shuppet         ASC            90          View Image
 964        Beheeyem         TEF            74          View Image
 965          Swirlix        ASC            93          View Image
 966         Slurpuff        ASC            94          View Image
 967         Fidough         SCR            66          View Image
 968       Dachsbun ex       SCR            67          View Image
 969      Scream Tail ex     TWM            94          View Image
 970        Fezandipiti      TWM            96          View Image
 971       Iron Boulder      SCR            71          View Image
 972        Hitmontop        ASC            102         View Image
 973         Groudon         ASC            108         View Image
 974          Riolu          SCR            81          View Image
 975       Stunfisk ex       ASC            114         View Image
 976         Carbink         ASC            117         View Image
 977       Crabrawler        SCR            87          View Image
 978        Passimian        SSP            111         View Image
 979       Koraidon ex       ASC            121         View Image
 980        Venipede         TWM            115         View Image
 981        Whirlipede       TWM            116         View Image
 982        Scolipede        TWM            117         View Image
 983         Vullaby         ASC            138         View Image
 984      Mandibuzz ex       ASC            139         View Image
 985          Hoopa          ASC            141         View Image
 986       Brute Bonnet      TWM            118         View Image
 987         Mawile          ASC            144         View Image
 988       Registeel ex      ASC            145         View Image
 989         Bronzor         SSP            126         View Image
 990      Togedemaru ex      ASC            149         View Image
Card ID        Card Name           Expansion   Collection No.       Link


 991            Melmetal             TEF            117         View Image
 992            Duraludon                           129         View Image
 993           Orthworm ex           SCR            110         View Image
 994             Fraxure             SFA            45          View Image
 995             Haxorus             SFA            46          View Image
 996        Larry's Dunsparce        ASC            163         View Image
 997      Larry's Dudunsparce ex     ASC            164         View Image
 998             Slakoth                            145         View Image
 999             Vigoroth                           146         View Image
 1000             Skitty             ASC            165         View Image
 1001            Delcatty            ASC            166         View Image
 1002         Zangoose ex            ASC            167         View Image
 1003         Larry's Starly         ASC            168         View Image
 1004        Larry's Staravia        ASC            169         View Image
 1005        Larry's Staraptor       ASC            170         View Image
 1006        Mega Audino ex          ASC            172         View Image
 1007         Larry's Rufflet        ASC            173         View Image
 1008        Larry's Braviary        ASC            174         View Image
 1009         Larry's Komala         ASC            175         View Image
 1010            Drampa              ASC            176         View Image
 1011           Spinarak             POR             1          View Image
 1012            Ariados             POR             2          View Image
 1013            Shaymin             POR             3          View Image
 1014             Snivy              POR             4          View Image
 1015            Servine             POR             5          View Image
 1016           Serperior            POR             6          View Image
 1017          Scatterbug            POR             7          View Image
 1018            Spewpa              POR             8          View Image
 1019            Vivillon            POR             9          View Image
 1020            Rowlet              POR            10          View Image
 1021             Dartrix            POR            11          View Image
 1022         Decidueye ex           POR            12          View Image
 1023          Fletchinder           POR            13          View Image
Card ID     Card Name        Expansion   Collection No.       Link


 1024       Talonflame         POR            14          View Image
 1025         Salandit         POR            15          View Image
 1026       Salazzle ex        POR            16          View Image
 1027        Turtonator        POR            17          View Image
 1028          Seel            POR            18          View Image
 1029        Dewgong           POR            19          View Image
 1030          Staryu          POR            20          View Image
 1031     Mega Starmie ex      POR            21          View Image
 1032         Amaura           POR            23          View Image
 1033         Aurorus          POR            24          View Image
 1034        Volcanion         POR            25          View Image
 1035          Shinx           POR            26          View Image
 1036          Luxio           POR            27          View Image
 1037         Luxray           POR            28          View Image
 1038        Dedenne           POR            29          View Image
 1039         Clefairy         POR            30          View Image
 1040     Mega Clefable ex     POR            31          View Image
 1041         Mawile           POR            32          View Image
 1042         Espurr           POR            33          View Image
 1043        Meowstic          POR            34          View Image
 1044         Spritzee         POR            35          View Image
 1045       Aromatisse         POR            36          View Image
 1046        Nosepass          POR            37          View Image
 1047        Probopass         POR            38          View Image
 1048       Hippopotas         POR            39          View Image
 1049       Hippowdon          POR            40          View Image
 1050        Landorus          POR            41          View Image
 1051         Binacle          POR            42          View Image
 1052        Barbaracle        POR            43          View Image
 1053          Tyrunt          POR            44          View Image
 1054        Tyrantrum         POR            45          View Image
 1055        Hawlucha          POR            46          View Image
 1056     Mega Zygarde ex      POR            47          View Image
Card ID      Card Name          Expansion   Collection No.       Link


 1057           Gastly            POR            48          View Image
 1058          Haunter            POR            49          View Image
 1059           Gengar            POR            50          View Image
 1060           Skorupi           POR            51          View Image
 1061          Drapion            POR            52          View Image
 1062         Yveltal ex          POR            53          View Image
 1063         Chien-Pao           POR            54          View Image
 1064     Mega Skarmory ex        POR            55          View Image
 1065          Honedge            POR            56          View Image
 1066          Doublade           POR            57          View Image
 1067         Aegislash           POR            58          View Image
 1068            Klefki           POR            59          View Image
 1069           Rattata           POR            60          View Image
 1070          Raticate           POR            61          View Image
 1071         Meowth ex           POR            62          View Image
 1072           Snorlax           POR            63          View Image
 1073          Bunnelby           POR            64          View Image
 1074         Diggersby           POR            65          View Image
 1075          Fletchling         POR            66          View Image
 1076           Furfrou           POR            67          View Image
 1077         Roto-Stick          PRE            127         View Image
 1078     Hole-Digging Shovel     POR            74          View Image
 1079        Rare Candy            SVI           191         View Image
 1080        Unfair Stamp         TWM            165         View Image
 1081     Enhanced Hammer         TWM            148         View Image
 1082        Hyper Aroma          TWM            152         View Image
 1083          Love Ball                         156         View Image
 1084        Boxed Order          TEF            143         View Image
 1085      Awakening Drum         TEF            141         View Image
 1086     Buddy-Buddy Poffin      TEF            144         View Image
 1087       Hand Trimmer          TEF            150         View Image
 1088       Prime Catcher         TEF            157         View Image
 1089        Reboot Pod           TEF            158         View Image
Card ID      Card Name          Expansion   Collection No.       Link


 1090        Ogre’s Mask          TWM            159         View Image
 1091     Accompanying Flute      TWM            142         View Image
 1092         Secret Box          TWM            163         View Image
 1093     Scoop Up Cyclone        TWM            162         View Image
 1094      Bug Catching Set       TWM            143         View Image
 1095      Dangerous Laser        SFA            58          View Image
 1096        Poké Vital A         SFA            62          View Image
 1097       Night Stretcher       SFA            61          View Image
 1098       Glass Trumpet         SCR            135         View Image
 1099     Antique Root Fossil     SCR            130         View Image
 1100     Energy Search Pro       SSP            176         View Image
 1101          Call Bell          SSP            165         View Image
 1102         Dusk Ball           SSP            175         View Image
 1103      Meddling Memo          SSP            181         View Image
 1104      Megaton Blower         SSP            182         View Image
 1105        Dragon Elixir        SSP            172         View Image
 1106        Deduction Kit        SSP            171         View Image
 1107      Scramble Switch        SSP            186         View Image
 1108      Chill Teaser Toy       SSP            166         View Image
 1109      Miracle Headset        SSP            183         View Image
 1110          Max Rod            PRE            116         View Image
 1111      Treasure Tracker       PRE            131         View Image
 1112        Super Potion         JTG            158         View Image
 1113         N’s PP Up           JTG            153         View Image
 1114     Redeemable Ticket       JTG            156         View Image
 1115         Hop’s Bag           JTG            147         View Image
 1116       Energy Switch          SVI           173         View Image
 1117           Potion             SVI           188         View Image
 1118      Energy Retrieval        SVI           171         View Image
 1119       Energy Search          SVI           172         View Image
 1120     Crushing Hammer          SVI           168         View Image
 1121          Ultra Ball          SVI           196         View Image
 1122        Pokégear 3.0          SVI           186         View Image
Card ID           Card Name            Expansion   Collection No.       Link


 1123                Switch               SVI           194         View Image
 1124          Pokémon Catcher            SVI           187         View Image
 1125             Master Ball            TEF            153         View Image
 1126           Precious Trolley         SSP            185         View Image
 1127              Tera Orb              SSP            189         View Image
 1128           Brilliant Blender        SSP            164         View Image
 1129             Sacred Ash             DRI            168         View Image
 1130          Arven's Sandwich          DRI            161         View Image
 1131      Team Rocket's Bother-Bot      DRI            172         View Image
 1132      Team Rocket's Great Ball      DRI            175         View Image
 1133     Team Rocket's Venture Bomb     DRI            179         View Image
 1134      Team Rocket's Transceiver     DRI            178         View Image
 1135             Energy Coin            BLK            81          View Image
 1136        Antique Cover Fossil        BLK            80          View Image
 1137            Tool Scrapper           WHT            85          View Image
 1138        Antique Plume Fossil        WHT            79          View Image
 1139           Energy Recycler          DRI            164         View Image
 1140            Iron Defender           MEG            118         View Image
 1141         Premium Power Pro          MEG            124         View Image
 1142            Fighting Gong           MEG            116         View Image
 1143                Repel               MEG            126         View Image
 1144         Strange Timepiece          MEG            128         View Image
 1145             Mega Signal            MEG            121         View Image
 1146          Wondrous Patch            PFL            94          View Image
 1147          Jumbo Ice Cream           PFL            91          View Image
 1148              Blowtorch             PFL            86          View Image
 1149           Energy Swatter           POR            73          View Image
 1150         Antique Jaw Fossil         POR            68          View Image
 1151          Antique Sail Fossil       POR            69          View Image
 1152              Poké Pad              POR            81          View Image
 1153           Lumiose Galette          POR            78          View Image
 1154      Team Rocket’s Hypnotizer      ASC            206         View Image
 1155            Survival Brace          TWM            164         View Image
Card ID           Card Name             Expansion   Collection No.       Link


 1156            Lucky Helmet             TWM            158         View Image
 1157            Rescue Board             TEF            159         View Image
 1158            Maximum Belt             TEF            154         View Image
 1159            Hero’s Cape              TEF            152         View Image
 1160            Heavy Baton              TEF            151         View Image
 1161            Handheld Fan             TWM            150         View Image
 1162            Binding Mochi            SFA            55          View Image
 1163             Powerglass              SFA            63          View Image
 1164            Payapa Berry             SCR            141         View Image
 1165          Sparkling Crystal          SCR            142         View Image
 1166          Gravity Gemstone           SCR            137         View Image
 1167            Deluxe Bomb              SCR            134         View Image
 1168            Counter Gain             SSP            169         View Image
 1169           Amulet of Hope            SSP            162         View Image
 1170            Haban Berry              PRE            111         View Image
 1171         Hop’s Choice Band           JTG            148         View Image
 1172             Lillie’s Pearl          JTG            151         View Image
 1173       Cynthia's Power Weight        DRI            162         View Image
 1174             Air Balloon             BLK            79          View Image
 1175            Brave Bangle             WHT            80          View Image
 1176            Punk Helmet              PFL            92          View Image
 1177            Sacred Charm             PFL            93          View Image
 1178              Light Ball             ASC            191         View Image
 1179             Thick Scale             ASC            211         View Image
 1180            Core Memory              POR            70          View Image
 1181            Billy & O'Nare           JTG            142         View Image
 1182            Boss’s Orders            PAL            172         View Image
 1183                Perrin               TWM            160         View Image
 1184             Lana’s Aid              TWM            155         View Image
 1185         Explorer’s Guidance         TEF            147         View Image
 1186                  Eri                TEF            146         View Image
 1187          Morty’s Conviction         TEF            155         View Image
 1188     Ciphermaniac’s Codebreaking     TEF            145         View Image
Card ID         Card Name            Expansion   Collection No.       Link


 1189            Salvatore             TEF            160         View Image
 1190       Bianca’s Devotion          TEF            142         View Image
 1191              Kieran              TWM            154         View Image
 1192             Carmine              TWM            145         View Image
 1193              Hassel              TWM            151         View Image
 1194       Colress’s Tenacity         SFA            57          View Image
 1195       Janine’s Secret Art        SFA            59          View Image
 1196           Cassiopeia             SFA            56          View Image
 1197     Xerosic’s Machinations       SFA            64          View Image
 1198             Crispin              SCR            133         View Image
 1199              Lacey               SCR            139         View Image
 1200               Kofu               SCR            138         View Image
 1201               Briar              SCR            132         View Image
 1202             Drayton              SSP            174         View Image
 1203              Surfer              SSP            187         View Image
 1204         Lisia’s Appeal           SSP            179         View Image
 1205             Cyrano               SSP            170         View Image
 1206           Larry’s Skill          PRE            115         View Image
 1207             Amarys               PRE            93          View Image
 1208       Iris’s Fighting Spirit     JTG            149         View Image
 1209             Ruffian              JTG            157         View Image
 1210        Brock’s Scouting          JTG            146         View Image
 1211      Black Belt’s Training       PRE            96          View Image
 1212              Cook                TWM            147         View Image
 1213              Judge                SVI           176         View Image
 1214         Emcee's Hype             DRI            163         View Image
 1215       Ethan's Adventure          DRI            165         View Image
 1216      Team Rocket's Ariana        DRI            171         View Image
 1217      Team Rocket's Archer        DRI            170         View Image
 1218     Team Rocket's Giovanni       DRI            174         View Image
 1219      Team Rocket's Petrel        DRI            176         View Image
 1220      Team Rocket's Proton        DRI            177         View Image
 1221             N's Plan             BLK            83          View Image
Card ID        Card Name            Expansion   Collection No.       Link


 1222             Fennel              BLK            82          View Image
 1223           Harlequin             WHT            83          View Image
 1224             Cheren              WHT            81          View Image
 1225              Hilda              WHT            84          View Image
 1226      Lt. Surge's Bargain        MEG            120         View Image
 1227      Lillie's Determination     MEG            119         View Image
 1228       Acerola's Mischief        MEG            113         View Image
 1229      Wally's Compassion         MEG            132         View Image
 1230        Grimsley's Move          PFL            90          View Image
 1231             Dawn                PFL            87          View Image
 1232          Firebreather           PFL            89          View Image
 1233             Canari              ASC            185         View Image
 1234      Anthea & Concordia         ASC            182         View Image
 1235            Waitress             ASC            215         View Image
 1236             Urbain              ASC            214         View Image
 1237             Lucian              TWM            157         View Image
 1238            Tarragon             POR            85          View Image
 1239            Naveen               POR            79          View Image
 1240     Rosa's Encouragement        POR            84          View Image
 1241            Jacinthe             POR            75          View Image
 1242       Community Center          TWM            146         View Image
 1243        Perilous Jungle          TEF            156         View Image
 1244         Full Metal Lab          TEF            148         View Image
 1245       Festival Grounds          TWM            149         View Image
 1246        Jamming Tower            TWM            153         View Image
 1247      Neutralization Zone        SFA            60          View Image
 1248       Academy at Night          SFA            54          View Image
 1249          Grand Tree             SCR            136         View Image
 1250     Area Zero Underdepths       SCR            131         View Image
 1251         Lively Stadium          SSP            180         View Image
 1252       Gravity Mountain          SSP            177         View Image
 1253           N’s Castle            JTG            152         View Image
 1254            Levincia             JTG            150         View Image
Card ID         Card Name            Expansion   Collection No.       Link


 1255             Postwick             JTG            154         View Image
 1256     Team Rocket's Watchtower     DRI            180         View Image
 1257      Team Rocket's Factory       DRI            173         View Image
 1258           Granite Cave           DRI            166         View Image
 1259          Spikemuth Gym           DRI            169         View Image
 1260           Risky Ruins            MEG            127         View Image
 1261         Forest of Vitality       MEG            117         View Image
 1262          Surfing Beach           MEG            129         View Image
 1263          Mystery Garden          MEG            122         View Image
 1264           Battle Cage            PFL            85          View Image
 1265          Dizzying Valley         PFL            88          View Image
 1266          Nighttime Mine          ASC            197         View Image
 1267           Lumiose City           POR            77          View Image
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
[Back to Table]
